A481,Complex medical specific re-assessment,,,,,,,,,,,,,,,,,,,,,,,,
A483,Medical specific assessment,,,,,,,,,,,,,,,,,,,,,,,,
A484,Medical specific re-assessment,,,,,,,,,,,,,,,,,,,,,,,,
A485,Consultation,,,,,,,,,,,,,,,,,,,,,,,,
A486,Repeat consultation,,,,,,,,,,,,,,,,,,,,,,,,
A488,Partial assessment,,,,,,,,,,,,,,,,,,,,,,,,
A510,Complex neuromuscular assessment,,,,,,,,,,,,,,,,,,,,,,,,
A511,Complex physiatry assessment,,,,,,,,,,,,,,,,,,,,,,,,
A515,Limited consultation,,,,,,,,,,,,,,,,,,,,,,,,
A545,Limited consultation,,,,,,,,,,,,,,,,,,,,,,,,
A565,Limited consultation,,,,,,,,,,,,,,,,,,,,,,,,
A570,Complex respiratory assessment,,,,,,,,,,,,,,,,,,,,,,,,
A575,Limited consultation,,,,,,,,,,,,,,,,,,,,,,,,
A585,Diagnostic consultation,,,,,,,,,,,,,,,,,,,,,,,,
A586,Repeat consultation,,,,,,,,,,,,,,,,,,,,,,,,
A590,Comprehensive rheumatology consultation,,,,,,,,,,,,,,,,,,,,,,,,
A595,Limited consultation,,,,,,,,,,,,,,,,,,,,,,,,
A611,Complex medical specific re-assessment,,,,,,,,,,,,,,,,,,,,,,,,
A613,Medical specific assessment,,,,,,,,,,,,,,,,,,,,,,,,
A614,Medical specific re-assessment,,,,,,,,,,,,,,,,,,,,,,,,
A615,Consultation,,,,,,,,,,,,,,,,,,,,,,,,
A616,Repeat consultation,,,,,,,,,,,,,,,,,,,,,,,,
A618,Partial assessment,,,,,,,,,,,,,,,,,,,,,,,,
A631,Minor assessment,,,,,,,,,,,,,,,,,,,,,,,,
A632,Minor assessment,,,,,,,,,,,,,,,,,,,,,,,,
A633,Specific assessment,,,,,,,,,,,,,,,,,,,,,,,,
A635,Consultation,,,,,,,,,,,,,,,,,,,,,,,,
A636,Repeat consultation,,,,,,,,,,,,,,,,,,,,,,,,
A638,Partial assessment,,,,,,,,,,,,,,,,,,,,,,,,
A643,Specific assessment,,,,,,,,,,,,,,,,,,,,,,,,
A644,Partial assessment,,,,,,,,,,,,,,,,,,,,,,,,
A645,Consultation,,,,,,,,,,,,,,,,,,,,,,,,
A646,Repeat consultation,,,,,,,,,,,,,,,,,,,,,,,,
A655,Limited consultation,,,,,,,,,,,,,,,,,,,,,,,,
A661,Complex medical specific re-assessment,,,,,,,,,,,,,,,,,,,,,,,,
A662,Extended special paediatric consultation,,,,,,,,,,,,,,,,,,,,,,,,
A665,Prenatal consultation,,,,,,,,,,,,,,,,,,,,,,,,
A667,Neurodevelopmental consultation,,,,,,,,,,,,,,,,,,,,,,,,
A682,Extended special neurology consultation,,,,,,,,,,,,,,,,,,,,,,,,
A695,Neurodevelopmental consultation,,,,,,,,,,,,,,,,,,,,,,,,
A735,Diagnostic consultation,,,,,,,,,,,,,,,,,,,,,,,,
A745,Limited consultation,,,,,,,,,,,,,,,,,,,,,,,,
A765,"Consultation, patient 16 years of age and under",,,,,,,,,,,,,,,,,,,,,,,,
A765,"Consultation, patient 16 years of age and under",,,,,,,,,,,,,,,,,,,,,,,,
A765,"Consultation, patient 16 years of age and under",,,,,,,,,,,,,,,,,,,,,,,,
A765,"Consultation, patient 16 years of age and under",,,,,,,,,,,,,,,,,,,,,,,,
A765,"Consultation, patient 16 years of age and under",,,,,,,,,,,,,,,,,,,,,,,,
A765,"Consultation, patient 16 years of age and under",,,,,,,,,,,,,,,,,,,,,,,,
A765,"Consultation, patient 16 years of age and under",,,,,,,,,,,,,,,,,,,,,,,,
A765,"Consultation, patient 16 years of age and under",,,,,,,,,,,,,,,,,,,,,,,,
A765,"Consultation, patient 16 years of age and under",,,,,,,,,,,,,,,,,,,,,,,,
A770,Extended comprehensive geriatric consultation,,,,,,,,,,,,,,,,,,,,,,,,
A775,Comprehensive geriatric consultation,,,,,,,,,,,,,,,,,,,,,,,,
A795,Geriatric psychiatric consultation,,,,,,,,,,,,,,,,,,,,,,,,
A800,Midwife or Aboriginal Midwife-requested genetic assessment,,,,,,,,,,,,,,,,,,,,,,,,
A801,Comprehensive midwife or aboriginal midwife-requested genetic assessment,,,,,,,,,,,,,,,,,,,,,,,,
A802,Extended midwife or aboriginal midwife-requested genetic assessment,,,,,,,,,,,,,,,,,,,,,,,,
A835,Comprehensive nuclear medicine consultation,,,,,,,,,,,,,,,,,,,,,,,,
A845,Limited consultation,,,,,,,,,,,,,,,,,,,,,,,,
A865,Limited consultation,,,,,,,,,,,,,,,,,,,,,,,,
A895,"Consultation in association with special visit to a hospital in-patient, long-term care in-patient or emergency department patient",,,,,,,,,,,,,,,,,,,,,,,,
A920,Medical management of early pregnancy initial service,,,,,,,,,,,,,,,,,,,,,,,,
A921,Medical management of early or ectopic pregnancy follow-up visit,,,,,,,,,,,,,,,,,,,,,,,,
A922,Medical management of ectopic pregnancy initial service,,,,,,,,,,,,,,,,,,,,,,,,
A930,Uveitis and ocular inflammatory diseases consultation,,,,,,,,,,,,,,,,,,,,,,,,
A935,Special surgical consultation (see General Preamble GP19).,,,,,,,,,,,,,,,,,,,,,,,,
A935,Special surgical consultation (see General Preamble GP19).,,,,,,,,,,,,,,,,,,,,,,,,
A935,Special surgical consultation (see General Preamble GP19).,,,,,,,,,,,,,,,,,,,,,,,,
A935,Special surgical consultation (see General Preamble GP19).,,,,,,,,,,,,,,,,,,,,,,,,
A935,Special surgical consultation (see General Preamble GP19).,,,,,,,,,,,,,,,,,,,,,,,,
A935,Special surgical consultation (see General Preamble GP19).,,,,,,,,,,,,,,,,,,,,,,,,
A935,Special surgical consultation (see General Preamble GP19).,,,,,,,,,,,,,,,,,,,,,,,,
A935,Special surgical consultation (see General Preamble GP19).,,,,,,,,,,,,,,,,,,,,,,,,
A935,Special surgical consultation (see General Preamble GP19).,,,,,,,,,,,,,,,,,,,,,,,,
C032,first five weeks,,,,,,,,,,,,,,,,,,,,,,,,
C033,Specific assessment,,,,,,,,,,,,,,,,,,,,,,,,
C034,Specific re-assessment,,,,,,,,,,,,,,,,,,,,,,,,
C035,Consultation,,,,,,,,,,,,,,,,,,,,,,,,
C036,Repeat consultation,,,,,,,,,,,,,,,,,,,,,,,,
C037,sixth to thirteenth week inclusive (maximum 3 per patient per week),,,,,,,,,,,,,,,,,,,,,,,,
C038,Concurrent care,,,,,,,,,,,,,,,,,,,,,,,,
C039,after thirteenth week (maximum 6 per patient per month),,,,,,,,,,,,,,,,,,,,,,,,
C042,first five weeks,,,,,,,,,,,,,,,,,,,,,,,,
C043,Specific assessment,,,,,,,,,,,,,,,,,,,,,,,,
C044,Specific re-assessment,,,,,,,,,,,,,,,,,,,,,,,,
C045,Consultation,,,,,,,,,,,,,,,,,,,,,,,,
C046,Repeat consultation,,,,,,,,,,,,,,,,,,,,,,,,
C047,sixth to thirteenth week inclusive (maximum 3 per patient per week),,,,,,,,,,,,,,,,,,,,,,,,
C048,Concurrent care,,,,,,,,,,,,,,,,,,,,,,,,
C049,after thirteenth week (maximum 6 per patient per month),,,,,,,,,,,,,,,,,,,,,,,,
C062,first five weeks,,,,,,,,,,,,,,,,,,,,,,,,
C063,Specific assessment,,,,,,,,,,,,,,,,,,,,,,,,
C064,Specific re-assessment,,,,,,,,,,,,,,,,,,,,,,,,
C065,Consultation,,,,,,,,,,,,,,,,,,,,,,,,
C066,Repeat consultation,,,,,,,,,,,,,,,,,,,,,,,,
C067,sixth to thirteenth week inclusive (maximum 3 per patient per week),,,,,,,,,,,,,,,,,,,,,,,,
C068,Concurrent care,,,,,,,,,,,,,,,,,,,,,,,,
C069,after thirteenth week (maximum 6 per patient per month),,,,,,,,,,,,,,,,,,,,,,,,
C071,Complex medical specific re-assessment,,,,,,,,,,,,,,,,,,,,,,,,
C072,first five weeks,,,,,,,,,,,,,,,,,,,,,,,,
C073,Medical specific assessment,,,,,,,,,,,,,,,,,,,,,,,,
C074,Medical specific re-assessment,,,,,,,,,,,,,,,,,,,,,,,,
C075,Consultation,,,,,,,,,,,,,,,,,,,,,,,,
C076,Repeat consultation,,,,,,,,,,,,,,,,,,,,,,,,
C077,sixth to thirteenth week inclusive (maximum 3 per patient per week),,,,,,,,,,,,,,,,,,,,,,,,
C078,Concurrent care,,,,,,,,,,,,,,,,,,,,,,,,
C079,after thirteenth week (maximum 6 per patient per month),,,,,,,,,,,,,,,,,,,,,,,,
C082,first five weeks,,,,,,,,,,,,,,,,,,,,,,,,
C083,Specific assessment,,,,,,,,,,,,,,,,,,,,,,,,
C084,Specific re-assessment,,,,,,,,,,,,,,,,,,,,,,,,
C085,Consultation,,,,,,,,,,,,,,,,,,,,,,,,
C086,Repeat consultation,,,,,,,,,,,,,,,,,,,,,,,,
C087,sixth to thirteenth week inclusive (maximum 3 per patient per week),,,,,,,,,,,,,,,,,,,,,,,,
C088,Concurrent care,,,,,,,,,,,,,,,,,,,,,,,,
C089,after thirteenth week (maximum 6 per patient per month),,,,,,,,,,,,,,,,,,,,,,,,
C113,Complex neuromuscular assessment subject to the same conditions as A113,,,,,,,,,,,,,,,,,,,,,,,,
C121,Additional visits due to intercurrent illness (see General Preamble GP43),,,,,,,,,,,,,,,,,,,,,,,,
C121,Additional visits due to intercurrent illness (see General Preamble GP43),,,,,,,,,,,,,,,,,,,,,,,,
C121,Additional visits due to intercurrent illness (see General Preamble GP43),,,,,,,,,,,,,,,,,,,,,,,,
C121,Additional visits due to intercurrent illness (see General Preamble GP43),,,,,,,,,,,,,,,,,,,,,,,,
C121,Additional visits due to intercurrent illness (see General Preamble GP43),,,,,,,,,,,,,,,,,,,,,,,,
C121,Additional visits due to intercurrent illness (see General Preamble GP43),,,,,,,,,,,,,,,,,,,,,,,,
C121,Additional visits due to intercurrent illness (see General Preamble GP43),,,,,,,,,,,,,,,,,,,,,,,,
C121,Additional visits due to intercurrent illness (see General Preamble GP43),,,,,,,,,,,,,,,,,,,,,,,,
C121,Additional visits due to intercurrent illness (see General Preamble GP43),,,,,,,,,,,,,,,,,,,,,,,,
C121,Additional visits due to intercurrent illness (see General Preamble GP43),,,,,,,,,,,,,,,,,,,,,,,,
C121,Additional visits due to intercurrent illness (see General Preamble GP43),,,,,,,,,,,,,,,,,,,,,,,,
C121,Additional visits due to intercurrent illness (see General Preamble GP43),,,,,,,,,,,,,,,,,,,,,,,,
C121,Additional visits due to intercurrent illness (see General Preamble GP43),,,,,,,,,,,,,,,,,,,,,,,,
C121,Additional visits due to intercurrent illness (see General Preamble GP43),,,,,,,,,,,,,,,,,,,,,,,,
C121,Additional visits due to intercurrent illness (see General Preamble GP43),,,,,,,,,,,,,,,,,,,,,,,,
C121,Additional visits due to intercurrent illness (see General Preamble GP43),,,,,,,,,,,,,,,,,,,,,,,,
C121,Additional visits due to intercurrent illness (see General Preamble GP43),,,,,,,,,,,,,,,,,,,,,,,,
C121,Additional visits due to intercurrent illness (see General Preamble GP43),,,,,,,,,,,,,,,,,,,,,,,,
C121,Additional visits due to intercurrent illness (see General Preamble GP43),,,,,,,,,,,,,,,,,,,,,,,,
C121,Additional visits due to intercurrent illness (see General Preamble GP43),,,,,,,,,,,,,,,,,,,,,,,,
C121,Additional visits due to intercurrent illness (see General Preamble GP43),,,,,,,,,,,,,,,,,,,,,,,,
C121,Additional visits due to intercurrent illness (see General Preamble GP43),,,,,,,,,,,,,,,,,,,,,,,,
C121,Additional visits due to intercurrent illness (see General Preamble GP43),,,,,,,,,,,,,,,,,,,,,,,,
C121,Additional visits due to intercurrent illness (see General Preamble GP43),,,,,,,,,,,,,,,,,,,,,,,,
C122,day following the hospital admission assessment,,,,,,,,,,,,,,,,,,,,,,,,
C122,day following the hospital admission assessment,,,,,,,,,,,,,,,,,,,,,,,,
C122,day following the hospital admission assessment,,,,,,,,,,,,,,,,,,,,,,,,
C122,day following the hospital admission assessment,,,,,,,,,,,,,,,,,,,,,,,,
C122,day following the hospital admission assessment,,,,,,,,,,,,,,,,,,,,,,,,
C122,day following the hospital admission assessment,,,,,,,,,,,,,,,,,,,,,,,,
C122,day following the hospital admission assessment,,,,,,,,,,,,,,,,,,,,,,,,
C122,day following the hospital admission assessment,,,,,,,,,,,,,,,,,,,,,,,,
C122,day following the hospital admission assessment,,,,,,,,,,,,,,,,,,,,,,,,
C122,day following the hospital admission assessment,,,,,,,,,,,,,,,,,,,,,,,,
C122,day following the hospital admission assessment,,,,,,,,,,,,,,,,,,,,,,,,
C122,day following the hospital admission assessment,,,,,,,,,,,,,,,,,,,,,,,,
C122,day following the hospital admission assessment,,,,,,,,,,,,,,,,,,,,,,,,
C122,day following the hospital admission assessment,,,,,,,,,,,,,,,,,,,,,,,,
C122,day following the hospital admission assessment,,,,,,,,,,,,,,,,,,,,,,,,
C122,day following the hospital admission assessment,,,,,,,,,,,,,,,,,,,,,,,,
C122,day following the hospital admission assessment,,,,,,,,,,,,,,,,,,,,,,,,
C122,day following the hospital admission assessment,,,,,,,,,,,,,,,,,,,,,,,,
C122,day following the hospital admission assessment,,,,,,,,,,,,,,,,,,,,,,,,
C122,day following the hospital admission assessment,,,,,,,,,,,,,,,,,,,,,,,,
C122,day following the hospital admission assessment,,,,,,,,,,,,,,,,,,,,,,,,
C122,day following the hospital admission assessment,,,,,,,,,,,,,,,,,,,,,,,,
C122,day following the hospital admission assessment,,,,,,,,,,,,,,,,,,,,,,,,
C122,day following the hospital admission assessment,,,,,,,,,,,,,,,,,,,,,,,,
C123,second day following the hospital assessment,,,,,,,,,,,,,,,,,,,,,,,,
C123,second day following the hospital assessment,,,,,,,,,,,,,,,,,,,,,,,,
C123,second day following the hospital assessment,,,,,,,,,,,,,,,,,,,,,,,,
C123,second day following the hospital assessment,,,,,,,,,,,,,,,,,,,,,,,,
C123,second day following the hospital assessment,,,,,,,,,,,,,,,,,,,,,,,,
C123,second day following the hospital assessment,,,,,,,,,,,,,,,,,,,,,,,,
C123,second day following the hospital assessment,,,,,,,,,,,,,,,,,,,,,,,,
C123,second day following the hospital assessment,,,,,,,,,,,,,,,,,,,,,,,,
C123,second day following the hospital assessment,,,,,,,,,,,,,,,,,,,,,,,,
C123,second day following the hospital assessment,,,,,,,,,,,,,,,,,,,,,,,,
C123,second day following the hospital assessment,,,,,,,,,,,,,,,,,,,,,,,,
C123,second day following the hospital assessment,,,,,,,,,,,,,,,,,,,,,,,,
C123,second day following the hospital assessment,,,,,,,,,,,,,,,,,,,,,,,,
C123,second day following the hospital assessment,,,,,,,,,,,,,,,,,,,,,,,,
C123,second day following the hospital assessment,,,,,,,,,,,,,,,,,,,,,,,,
C123,second day following the hospital assessment,,,,,,,,,,,,,,,,,,,,,,,,
C123,second day following the hospital assessment,,,,,,,,,,,,,,,,,,,,,,,,
C123,second day following the hospital assessment,,,,,,,,,,,,,,,,,,,,,,,,
C123,second day following the hospital assessment,,,,,,,,,,,,,,,,,,,,,,,,
C123,second day following the hospital assessment,,,,,,,,,,,,,,,,,,,,,,,,
C123,second day following the hospital assessment,,,,,,,,,,,,,,,,,,,,,,,,
C123,second day following the hospital assessment,,,,,,,,,,,,,,,,,,,,,,,,
C123,second day following the hospital assessment,,,,,,,,,,,,,,,,,,,,,,,,
C123,second day following the hospital assessment,,,,,,,,,,,,,,,,,,,,,,,,
C124,day of discharge,,,,,,,,,,,,,,,,,,,,,,,,
C124,day of discharge,,,,,,,,,,,,,,,,,,,,,,,,
C124,day of discharge,,,,,,,,,,,,,,,,,,,,,,,,
C124,day of discharge,,,,,,,,,,,,,,,,,,,,,,,,
C124,day of discharge,,,,,,,,,,,,,,,,,,,,,,,,
C124,day of discharge,,,,,,,,,,,,,,,,,,,,,,,,
C124,day of discharge,,,,,,,,,,,,,,,,,,,,,,,,
C124,day of discharge,,,,,,,,,,,,,,,,,,,,,,,,
C124,day of discharge,,,,,,,,,,,,,,,,,,,,,,,,
C124,day of discharge,,,,,,,,,,,,,,,,,,,,,,,,
C124,day of discharge,,,,,,,,,,,,,,,,,,,,,,,,
C124,day of discharge,,,,,,,,,,,,,,,,,,,,,,,,
C124,day of discharge,,,,,,,,,,,,,,,,,,,,,,,,
C124,day of discharge,,,,,,,,,,,,,,,,,,,,,,,,
C124,day of discharge,,,,,,,,,,,,,,,,,,,,,,,,
C124,day of discharge,,,,,,,,,,,,,,,,,,,,,,,,
C124,day of discharge,,,,,,,,,,,,,,,,,,,,,,,,
C124,day of discharge,,,,,,,,,,,,,,,,,,,,,,,,
C124,day of discharge,,,,,,,,,,,,,,,,,,,,,,,,
C124,day of discharge,,,,,,,,,,,,,,,,,,,,,,,,
C124,day of discharge,,,,,,,,,,,,,,,,,,,,,,,,
C124,day of discharge,,,,,,,,,,,,,,,,,,,,,,,,
C124,day of discharge,,,,,,,,,,,,,,,,,,,,,,,,
